player_name,height_in,weight_lbs,school_conf,col_fg,col_fga,col_2p,col_2pa,col_3p,col_3pa,col_ft,col_fta,col_trb,col_ast,col_stl,col_blk,col_tov,col_pf,col_pts,col_fgp,col_2pp,col_3pp,col_ftp,col_tsp,col_efgp,col_ws/40,col_obpm,col_dbpm,col_bpm,col_per,col_orbp,col_drbp,col_trbp,col_astp,col_stlp,col_blkp,col_tovp,col_usgp
Collin Sexton,75,190,SEC,7.9,17.8,6.2,12.4,1.8,5.3,7.9,10.2,5,4.8,1.1,0.1,3.7,3.3,25.6,0.447,0.495,0.336,0.778,0.567,0.498,0.177,5.8,1.1,6.9,23.5,4.1,9.8,7,27.8,1.6,0.3,14.2,32.9
Brandon Ingram,80,190,ACC,6.9,15.5,4.3,9.3,2.6,6.3,3.7,5.5,7.8,2.3,1.3,1.6,2.3,2.4,20,0.442,0.464,0.41,0.682,0.552,0.525,0.157,6,2,8,22.5,6,15.5,10.8,11.4,1.9,3.6,11.3,25.5
Russell Westbrook,76,200,Big 10,5.6,12.1,4.7,9.7,0.9,2.4,3,4.4,4.4,4.7,1.9,0.2,2.9,3.1,15.1,0.464,0.491,0.354,0.685,0.532,0.499,0.15,,,,,,,7.1,24.4,,0.4,17.2,21.8
John Wall,75,210,SEC,6.3,13.6,5.1,10.1,1.1,3.5,5.4,7.2,4.9,7.5,2,0.6,4.6,2.2,19.1,0.461,0.509,0.325,0.754,0.562,0.503,0.196,,,,22.3,2.7,10.1,6.6,34.8,2.9,1.5,21.4,25.7
Derrick White,76,190,Big 12,7.3,14.5,5.3,9.3,2,5.2,5.3,6.5,5,5.3,1.5,1.8,2.9,2.6,22,0.507,0.569,0.396,0.813,0.627,0.578,0.211,9,3.4,12.4,27.3,3.5,10.5,7,28.6,2.2,4.9,14.2,25.3
Anthony Edwards,76,225,SEC,7.7,19.1,5,9.8,2.7,9.3,5,6.5,6.3,3.4,1.6,0.7,3.3,2.6,23.1,0.402,0.504,0.294,0.772,0.52,0.473,0.136,4.8,0.7,5.5,20.8,2.5,14.8,8.7,17.9,2.3,1.7,12.9,30.4
Bruce Brown,76,202,ACC,5,11.3,3.9,7.7,1.2,3.7,3.2,4.5,7.6,4.3,1.7,0.8,2.6,3,14.3,0.442,0.502,0.316,0.702,0.532,0.493,0.15,3,4.1,7.1,19,5.2,17.1,11.2,20.9,2.7,2.2,16.2,21
Mark Williams,85,240,ACC,8.2,11.7,8.2,11.7,0,0,2.5,3.7,12.3,1.6,1,4.5,1.8,3.6,18.9,0.704,0.706,0,0.661,0.703,0.704,0.256,7.3,4.5,11.8,32.3,13.6,20.9,17.4,7.8,1.5,10.9,11.6,19.2
De'Aaron Fox,75,185,SEC,8,16.8,7.4,14.2,0.6,2.6,5.9,8,5.4,6.2,2,0.3,3.3,3.4,22.6,0.479,0.521,0.246,0.736,0.549,0.498,0.192,4.3,3.9,8.2,22.7,2.1,12.2,7.2,28.6,2.7,0.7,13.7,27.5
Robin Lopez,85,281,ACC,5.8,11.4,5.8,11.3,0,0,3.1,5.1,9.2,1.3,0.6,3.8,2.7,4.1,14.8,0.511,0.511,0.5,0.612,0.535,0.512,0.201,,,,,,,13.3,6.6,,6.9,16.3,21.1
Julius Randle,81,250,SEC,6.4,12.7,6.3,12.1,0.1,0.6,6.6,9.4,13.5,1.8,0.6,1,3.3,3,19.4,0.501,0.517,0.167,0.706,0.567,0.505,0.191,5.4,2.1,7.5,24.5,13.3,24.7,19.2,10,1,2.6,16.1,25.4
Andrew Wiggins,79,197,Big 12,6.6,14.7,5.1,10.3,1.5,4.4,6.1,7.9,7.1,1.9,1.4,1.2,2.8,3.3,20.8,0.448,0.493,0.341,0.775,0.563,0.499,0.17,5.7,2.6,8.3,21.4,8.4,12.3,10.4,9.2,2.1,3.1,13.1,26.3
Derrick Rose,74,200,ACC,7.1,14.9,5.9,11.4,1.2,3.6,5,7,6.2,6.5,1.6,0.5,3.7,2.3,20.4,0.477,0.521,0.337,0.712,0.56,0.517,0.226,,,,,,,8.3,30.4,,0.9,16.7,26
Ben McLemore,75,195,Big 12,6.6,13.4,4.2,7.6,2.5,5.8,4,4.6,6.4,2.5,1.2,0.8,2.6,2.3,19.8,0.495,0.553,0.42,0.87,0.633,0.586,0.217,7.2,3.4,10.5,23.2,5,13.2,9.4,12.6,1.8,2.2,14.2,23.2
Alex Len,85,250,Big 10,6.1,11.4,6.1,11.1,0,0.2,3.6,5.4,11.3,1.4,0.3,3.4,2.5,4.2,15.9,0.538,0.548,0.111,0.663,0.569,0.539,0.165,2.2,3.2,5.5,22.1,11.8,21.2,16.5,7.2,0.5,8.6,15.4,20.7
Dennis Smith Jr.,75,205,ACC,6.9,15.1,4.9,9.6,2,5.5,5.1,7.2,5.2,7.1,2.2,0.5,3.9,2.4,20.8,0.455,0.509,0.359,0.715,0.563,0.52,0.142,5.4,1.1,6.5,23.1,2.7,11.5,7.3,34.2,3.1,1.2,17.3,27.2
Markelle Fultz,76,209,Big 10,9.4,19.7,7,14,2.3,5.7,4.9,7.5,6.4,6.6,1.8,1.3,3.6,2.8,26,0.476,0.502,0.413,0.649,0.558,0.535,0.173,7.7,1.7,9.4,28,4,13.9,8.9,35.5,2.5,3.1,13.4,31.4
Lauri Markkanen,85,240,Big 12,6.5,13.2,4.1,7.5,2.4,5.7,4.8,5.8,9.3,1.1,0.5,0.7,1.4,2.6,20.2,0.492,0.545,0.423,0.835,0.635,0.584,0.235,7.9,1.5,9.4,25,10,17.5,14,5.6,0.8,1.8,8.1,22.5
DeMarcus Cousins,82,270,SEC,9.2,16.5,9.2,16.3,0,0.3,7.3,12,16.8,1.7,1.7,3,3.5,5.5,25.8,0.558,0.565,0.167,0.604,0.579,0.56,0.29,,,,34.2,19.8,24.8,22.5,9.2,2.4,7.5,13.6,30.5
JaVale McGee,85,270,MWC,7.6,14,7.1,12.6,0.5,1.5,2.9,5.7,10.2,0.7,1,4,3.4,4.4,18.6,0.542,0.563,0.356,0.514,0.557,0.56,0.183,,,,,,,14.5,3.9,,6.5,16.9,25.1
Tyrese Haliburton,77,185,Big 12,4.2,8.3,2.2,3.5,2.1,4.8,1.1,1.4,5.1,5.4,2.2,0.9,1.8,1.5,11.7,0.509,0.621,0.426,0.775,0.645,0.631,0.164,5.8,4.1,9.9,20.3,3.5,10.8,7.2,24.7,3.2,2.5,16.7,13.6
Josh Jackson,80,207,Big 12,8.2,15.9,6.9,12.6,1.3,3.3,3.6,6.4,9.6,3.9,2.2,1.4,3.6,3.9,21.2,0.513,0.549,0.378,0.566,0.559,0.552,0.18,5.7,4.2,9.9,24.2,8.7,17.5,13.3,18.2,3.1,3.5,15.9,27.2
Anthony Davis,82,253,SEC,6.6,10.5,6.5,9.9,0.1,0.6,4.5,6.3,13,1.6,1.7,5.8,1.3,2.4,17.7,0.623,0.653,0.15,0.709,0.654,0.628,0.31,9.1,8.1,17.2,35.1,11.6,25.6,19,7.5,2.5,13.7,8.6,18.8
Coby White,77,195,ACC,7.5,17.8,4.2,8.5,3.3,9.3,4.2,5.2,5,5.7,1.5,0.4,3.7,2.7,22.5,0.423,0.5,0.353,0.8,0.556,0.516,0.165,5.2,2.8,8,19.2,1.3,11.3,6.4,24.4,2,1.3,15.5,26.8
Dejounte Murray,76,180,Big 10,7.1,17.1,5.9,12.9,1.2,4.1,3.9,5.8,7.1,5.3,2.2,0.4,3.9,3.2,19.2,0.416,0.457,0.288,0.663,0.485,0.451,0.099,1.9,1.8,3.6,16.8,4.1,13.7,8.8,25.6,2.8,0.8,16.3,25.8
Bradley Beal,76,207,SEC,5.5,12.4,3.5,6.5,2,5.9,4.2,5.5,7.9,2.6,1.6,1,2.5,2.4,17.2,0.445,0.541,0.339,0.769,0.575,0.525,0.18,5.4,2.9,8.4,22,4.8,20.3,12.3,12.7,2.5,2.6,14.3,23
Cade Cunningham,78,220,Big 12,7.3,16.7,4.7,10.3,2.6,6.5,5.5,6.5,7,3.9,1.8,0.9,4.6,2.8,22.8,0.438,0.461,0.4,0.846,0.574,0.515,0.166,5.1,3.2,8.3,21.6,2.3,16.3,9.6,20.4,2.5,2.3,18.7,29.1
Isaiah Stewart,80,250,Big 10,7.4,13.1,7.3,12.3,0.2,0.8,6,7.7,10.9,1,0.7,2.6,2.8,3.3,21.1,0.57,0.59,0.25,0.774,0.629,0.577,0.222,5,2.4,7.4,26.9,10.7,19.5,15.5,6.3,0.9,7,14.1,24.5
Kyle Lowry,73,196,Big East,4.8,10.6,4.4,9.5,0.3,1,4.4,6,5.7,4.5,2.8,0.3,2.9,3.9,14.3,0.449,0.463,0.325,0.737,0.531,0.465,0.171,,,,,,,8.3,25.9,,0.6,17.7,20.4
Jerami Grant,79,210,ACC,4.7,9.8,4.6,9.3,0.2,0.5,4.1,6.4,8.5,1.6,1.1,0.9,1.6,3.3,13.7,0.486,0.496,0.3,0.641,0.536,0.494,0.168,2.8,2.8,5.6,19.2,9,16.5,12.6,8.1,1.8,3,11.1,19.1
Evan Mobley,83,215,Big 10,7,12.2,6.6,10.8,0.4,1.4,4.8,6.9,10.2,2.8,0.9,3.4,2.6,2.1,19.3,0.578,0.615,0.3,0.694,0.624,0.595,0.248,7.9,5.8,13.7,29.1,9.6,18.9,14.5,14.1,1.4,8.8,14.6,22.8
Tre Mann,75,178,SEC,5.9,13.9,3.8,8,2.1,5.9,2.9,3.7,5.9,3.2,1.5,0.2,3.1,3.4,16.7,0.422,0.477,0.349,0.788,0.534,0.497,0.12,2,1.9,3.9,15.8,2.3,14.4,8.7,16.1,2.2,0.4,16.5,23.9
Moses Moody,77,211,SEC,6.1,14.3,4,8.3,2.1,6,5.6,6.9,6.8,1.9,1.2,0.8,1.9,2.7,19.9,0.427,0.478,0.358,0.812,0.568,0.503,0.193,5.2,2.3,7.4,20.4,6.3,11.8,9,8.2,1.6,2,9.9,22.3
Gary Trent Jr.,77,204,ACC,5.7,13.6,2.6,5.9,3.1,7.7,2.7,3.1,5,1.7,1.4,0.2,1.2,2,17.1,0.415,0.43,0.402,0.876,0.567,0.528,0.163,4.4,2.6,7,16.7,2.9,10.3,6.8,6.8,1.9,0.4,7.4,19.5
Shai Gilgeous-Alexander,78,195,SEC,5.9,12.1,5.1,10.3,0.7,1.8,4.6,5.6,4.9,6.1,2,0.6,3.2,2,17.1,0.485,0.5,0.404,0.817,0.578,0.516,0.167,5.3,3.7,9,21.2,3.2,10,6.8,28.8,2.8,1.7,17.9,21.9
Devin Vassell,77,200,ACC,6.4,13.6,4.1,8.1,2.3,5.5,2.2,3.1,6.7,2.3,2,1.3,1.2,2.9,17.4,0.475,0.514,0.417,0.72,0.579,0.559,0.208,6.4,4.5,10.9,22.7,5,14.5,9.8,11.4,2.8,3.9,7.1,20
Malik Beasley,76,187,ACC,7.3,15.5,5.1,9.9,2.2,5.6,4.1,5,7.1,2,1.3,0.2,2.3,3,20.9,0.471,0.518,0.387,0.813,0.583,0.541,0.158,5.2,1,6.2,20.8,5,15.1,10.1,9.8,1.8,0.6,11.5,24.2
Romeo Langford,77,216,Big 10,6.5,14.5,5.2,9.9,1.2,4.6,5.1,7.1,6.3,2.8,0.9,1,2.5,2.2,19.4,0.448,0.53,0.272,0.722,0.542,0.491,0.148,4.6,1.9,6.5,19.9,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1
Austin Rivers,76,200,ACC,6.2,14.2,4.1,8.6,2.1,5.6,4.3,6.5,4.1,2.5,1.2,0,2.8,2.7,18.7,0.433,0.477,0.365,0.658,0.538,0.505,0.124,3.2,0.8,4,16.9,2.2,10,6,13,1.7,0.1,13.9,25.2
Lonzo Ball,78,190,Big 10,6,10.9,3.5,4.7,2.5,6.1,2.1,3.1,6.8,8.7,2.1,0.9,2.8,2.1,16.6,0.551,0.732,0.412,0.673,0.673,0.668,0.214,8.1,3.9,12,24.7,3.2,14.3,9.3,31.4,2.8,2.1,18.6,18.1
Stanley Johnson,78,242,Big 12,6.4,14.4,4.8,10.1,1.6,4.3,4.9,6.6,9.1,2.3,2.1,0.6,3,3.7,19.4,0.446,0.478,0.371,0.742,0.551,0.501,0.212,5,4.4,9.4,22.5,8.9,19.1,14.1,11.6,3.2,1.6,14.7,26.6
Bryce McGowens,78,190,Big 10,6.2,15.4,4.7,9.7,1.6,5.7,6.3,7.6,6.2,1.7,0.9,0.4,2.5,2.4,20.2,0.403,0.478,0.274,0.831,0.533,0.453,0.086,2.3,-1,1.3,16.9,2.4,14.6,8.7,8.6,1.2,1,11.7,27.2
Tobias Harris,80,226,SEC,7.5,16.2,6.5,13.1,0.9,3.1,5.2,6.8,9.9,1.8,1,1.2,2.5,2.8,21,0.46,0.497,0.303,0.753,0.54,0.489,0.177,5.5,1.8,7.3,23.8,7.5,20.6,14,10.4,1.4,3.4,11.4,27.2
Tyler Herro,77,195,SEC,6.2,13.4,4.2,7.8,2,5.6,2.9,3.1,5.5,3,1.3,0.4,2,1.6,17.2,0.462,0.538,0.355,0.935,0.58,0.536,0.181,5.1,3.8,8.9,19.4,1.6,13.9,8.2,15,2,1.1,11.8,21.4
Walker Kessler,85,245,Multiple,7.6,12.7,7.3,10.8,0.4,1.9,2.7,4.6,13.1,1.4,1.8,6.4,1.9,4.4,18.3,0.601,0.671,0.204,0.577,0.615,0.616,0.249,6.1,7.4,13.4,31.4,12.6,21.9,17.3,7,2.6,17.2,11.2,19.8
Zeke Nnaji,81,240,Big 12,7.3,12.8,7.1,12.1,0.2,0.7,6.2,8.2,11.3,1.1,0.9,1.1,2.9,3.1,21,0.57,0.586,0.294,0.76,0.63,0.578,0.229,5.6,2.3,8,25.7,11.5,20.3,15.9,5.8,1.3,3.3,14.6,24.1
Santi Aldama,85,215,Patriot League,8.7,17.6,6.7,11.1,2,6.5,3.4,5.3,11,2.7,1.2,2,3.5,2.4,22.8,0.495,0.606,0.306,0.639,0.567,0.552,0.171,4.4,0.9,5.3,25.8,6,26,16.1,15.5,1.7,5.8,14.7,29.7
Gradey Dick,78,200,Big 12,5.9,13.4,3.1,6.4,2.8,7,2.6,3,6.3,2,1.8,0.3,1.5,2.6,17.2,0.442,0.484,0.403,0.854,0.581,0.547,0.165,4.9,2.9,7.7,18.4,4,13.5,8.9,9.4,2.5,0.8,9.4,20.5
Keyonte George,76,185,Big 12,6.6,17.5,3.3,7.8,3.3,9.7,5,6.4,5.8,3.9,1.6,0.3,4,3,21.4,0.376,0.424,0.338,0.793,0.524,0.47,0.125,4.5,1.1,5.6,17.8,4.2,13.6,8.8,20.1,2.3,0.7,16.4,30.8
Blake Wesley,75,185,ACC,6.9,17.2,4.8,10.2,2.1,6.9,3.7,5.6,5,3.3,1.7,0.1,3,2.6,19.6,0.404,0.471,0.303,0.657,0.495,0.465,0.098,0.5,0.8,1.3,16.9,3,11.6,7.5,17.4,2.6,0.2,13.1,31.3
Wendell Carter Jr.,82,270,ACC,7.2,12.8,6.4,11,0.8,1.8,5,6.7,13.4,3,1.2,3,3,4.2,20.1,0.561,0.586,0.413,0.738,0.628,0.591,0.239,6.3,5.1,11.4,28.2,12.8,23.2,18.4,13,1.7,7.6,15.8,22.8
Jaylin Williams,81,240,SEC,4.4,9.5,3.8,7.1,0.6,2.4,3.2,4.3,12.2,2.9,1.5,1.5,2.3,3.7,12.6,0.464,0.534,0.255,0.731,0.544,0.496,0.16,2,5,7,17.6,5.8,27.9,16.8,13.3,2.1,4.1,16.6,16.6
Jaylen Brown,78,223,ACC,6.9,16.1,5.7,11.8,1.3,4.3,6,9.2,7.8,2.9,1.2,0.9,4.5,4.6,21.2,0.431,0.482,0.294,0.654,0.518,0.471,0.117,1.1,2.5,3.6,17.6,4.4,16.6,10.8,15.3,1.7,2.2,17.9,31.4
Keldon Johnson,77,220,SEC,6.1,13.1,4.5,9,1.6,4.2,3.8,5.5,7.6,2.1,1,0.2,2.1,2.9,17.5,0.461,0.498,0.381,0.703,0.558,0.521,0.171,4.1,2.6,6.7,18.5,5.5,16.5,11.3,10.4,1.5,0.6,11.8,22.7
Maurice Harkless,79,220,Big East,6.7,14.8,6.1,12.1,0.6,2.7,3.3,4.8,9.6,1.6,1.8,1.6,2.8,2.6,17.2,0.452,0.506,0.215,0.676,0.504,0.472,0.109,3,1,4,21.1,8.4,20.3,14,9.6,2.6,4.2,14,24.9
Bam Adebayo,81,255,SEC,5.9,9.9,5.9,9.9,0,0,5.4,8.2,10.6,1.1,0.9,2,2.2,3.5,17.3,0.599,0.599,,0.653,0.624,0.599,0.196,4.5,3.6,8.2,22,11.1,17.3,14.2,4.7,1.2,4.9,13.9,18.5
GG Jackson II,81,210,SEC,6.9,18.1,4.8,11.4,2.2,6.7,3.3,4.9,7.4,1.1,0.9,1,3.4,1.9,19.3,0.384,0.419,0.324,0.677,0.474,0.444,0.04,1.2,-1.3,-0.1,14.9,5.4,17,10.9,6.6,1.4,2.8,14.2,30.8
Justise Winslow,78,222,ACC,6.1,12.5,4.5,8.7,1.6,3.9,3.5,5.5,8.9,2.9,1.8,1.2,2.5,3.8,17.3,0.486,0.516,0.418,0.641,0.572,0.551,0.196,5.3,4.6,10,22.3,5.4,19.8,13.1,13.2,2.8,2.9,14.2,22.9
Precious Achiuwa,80,243,ACC,7.7,15.7,7.2,14,0.6,1.7,4.8,7.9,14.2,1.3,1.4,2.5,3.7,3.1,20.7,0.493,0.514,0.325,0.599,0.534,0.511,0.187,2.5,3.4,5.8,23.3,11.4,24.6,18.6,7.5,2,6.4,16,27.7
Jayson Tatum,80,210,ACC,6.8,15.1,5.2,10.3,1.7,4.8,4.9,5.8,8.8,2.6,1.6,1.4,3.1,3.6,20.2,0.452,0.504,0.342,0.849,0.566,0.507,0.169,4.6,3.2,7.9,22,4.8,19.7,12.6,12.4,2.3,3.2,15,26.2
Cam Reddish,79,217,ACC,5.8,16.2,2.4,6.2,3.3,10,3.3,4.3,5,2.6,2.1,0.8,3.6,3.2,18.1,0.356,0.394,0.333,0.772,0.499,0.459,0.113,1.3,3.2,4.5,13.6,2,10.7,6.5,10.7,2.9,1.9,16.5,25.3
DeMar DeRozan,78,220,Big 10,6.6,12.6,6.4,11.3,0.2,1.2,3.3,5,6.9,1.7,1.1,0.4,2.5,2.5,16.6,0.523,0.562,0.167,0.646,0.555,0.531,0.14,,,,,,,,,,,14.3,
Tristan Thompson,81,254,SEC,6.2,11.4,6.2,11.4,0,0,4.6,9.5,10.2,1.6,1.2,3.1,2.3,3.6,17.1,0.546,0.546,,0.487,0.536,0.546,0.2,4.4,4.5,8.9,24.2,14,13.7,13.8,8.1,1.8,7.2,12.7,22.4
Aaron Gordon,80,235,Big 12,6.4,12.9,5.8,11.4,0.5,1.5,2.6,6.1,10.2,2.5,1.1,1.3,1.9,3,15.8,0.495,0.513,0.356,0.422,0.503,0.516,0.183,3.7,4.7,8.4,20.4,10.4,19.3,14.9,13,1.8,3.4,10.5,23.2
Tyus Jones,73,196,ACC,4.1,9.8,2.7,6.1,1.4,3.8,4.4,4.9,4.1,6.6,1.8,0.1,2.3,1.4,13.9,0.417,0.44,0.379,0.889,0.575,0.489,0.196,6,3.3,9.3,20.4,1.8,9.9,6.1,27.5,2.7,0.2,15.9,18.7
Anthony Black,79,200,SEC,4.7,10.5,3.9,7.5,0.9,3,4.3,6.1,5.8,4.5,2.4,0.7,3.5,3,14.7,0.453,0.513,0.301,0.705,0.549,0.495,0.133,2.8,3.9,6.7,17.2,4.3,12.6,8.5,20.6,3.4,1.8,20.6,20.9
Onyeka Okongwu,82,240,Big 10,8.2,13.2,8.1,13.1,0,0.2,4.8,6.7,11.3,1.4,1.6,3.5,2.6,3.5,21.2,0.616,0.621,0.25,0.72,0.645,0.618,0.251,6.7,4.9,11.6,31.1,12.4,18.4,15.5,8.4,2.3,9.8,13.7,23.6
Chet Holmgren,85,208,WCC,7.9,13,6,8.1,1.9,4.9,3.3,4.6,14.7,2.8,1.2,5.4,2.8,3.9,21,0.607,0.737,0.39,0.717,0.691,0.68,0.294,7.5,7.5,15,31.3,8,28.7,19.6,11.4,1.6,12.6,15.7,21.6
Derrick Favors,81,265,ACC,7.2,11.9,7.2,11.8,0,0,3.6,5.8,12.3,1.5,1.3,3,3.6,3.8,18.1,0.611,0.613,0,0.629,0.621,0.611,0.195,,,,24.5,12.6,19.9,16.5,7.9,1.8,7.9,20,21.8
Hassan Whiteside,84,265,Sun Belt,7.5,14.4,7.4,14.1,0.1,0.2,4.9,8.4,13.6,0.4,0.9,8.2,2.9,3.7,20.1,0.524,0.522,0.6,0.588,0.548,0.528,0.2,,,,29.1,11.9,23.8,18.3,2.2,1.2,18.8,13.6,25.8
Thaddeus Young,80,225,ACC,7.7,16.1,6,12.1,1.7,4.1,2.3,3.1,6.6,2.7,1.7,0.5,2.9,2.7,19.4,0.478,0.498,0.419,0.743,0.552,0.531,0.145,,,,,,,,,,,14.2,
Jarrett Allen,81,243,SEC,6.7,11.9,6.7,11.6,0,0.3,3.2,5.6,10.5,1,0.7,1.9,3.2,2.6,16.7,0.566,0.579,0,0.564,0.571,0.566,0.124,2.6,2.6,5.2,20.3,10.9,18.9,14.9,5.7,1,5,17.8,22.6
Malaki Branham,76,180,Big 10,6.8,13.5,5.2,9.8,1.6,3.8,3.4,4.1,4.8,2.7,1,0.4,2.3,2.4,18.4,0.498,0.53,0.416,0.833,0.596,0.556,0.154,4.8,0.9,5.7,20.4,3.5,10.5,7.3,14.5,1.5,1,12.8,24.1
Tyrese Maxey,74,200,SEC,5.6,13.1,4.4,8.9,1.2,4.2,3.7,4.5,5,3.7,1,0.4,2.5,2.8,16.2,0.427,0.492,0.292,0.833,0.531,0.474,0.134,2.4,2,4.4,16.3,1.4,12.1,7.3,18.7,1.5,1.3,14.1,22.7
Jalen Suggs,77,205,WCC,7.1,14.2,5.5,9.4,1.6,4.8,4,5.3,7.4,6.3,2.6,0.5,4.1,3.6,19.9,0.503,0.588,0.337,0.754,0.595,0.56,0.21,4.8,4.6,9.4,22.6,2.7,18,11,23.7,3.5,1.1,19.5,24.8
Eric Bledsoe,73,214,SEC,5.1,11.1,3.4,6.6,1.7,4.6,2.9,4.4,4.1,3.8,1.9,0.4,4,2.9,14.9,0.462,0.516,0.383,0.667,0.566,0.54,0.126,,,,14.5,1.9,8.5,5.5,16.8,2.6,1.1,23.2,20.4
Dalen Terry,79,195,Big 12,3.9,8.2,2.9,5.2,1.1,3.1,1.7,2.5,6.7,4.7,1.7,0.6,2.1,3.7,10.6,0.477,0.552,0.35,0.68,0.564,0.542,0.146,2.2,4.1,6.2,14.7,4.8,13,9.2,18.8,2.3,1.4,18.2,13.9
Kevon Looney,81,222,Big 10,5.4,11.5,4.6,9.6,0.8,1.9,3.3,5.3,11.9,1.8,1.7,1.2,1.6,3.7,15,0.47,0.481,0.415,0.626,0.532,0.505,0.172,4.7,2.3,7,21.9,12.2,21,16.6,9.1,2.5,3.3,10.3,19.7
Talen Horton-Tucker,76,234,Big 12,6.5,16.1,4.5,9.4,2.1,6.7,2.3,3.7,7.1,3.4,1.9,1,2.5,3.3,17.4,0.406,0.475,0.308,0.625,0.488,0.47,0.114,1.7,2.5,4.2,17.2,2.9,16.7,10.2,16.2,2.8,2.7,12.4,26.2
Cole Anthony,74,185,ACC,6.8,18,4.3,10.6,2.6,7.3,5,6.7,6.5,4.6,1.5,0.3,4,3.3,21.2,0.38,0.402,0.348,0.75,0.501,0.451,0.108,3.3,1.8,5.1,17.5,1.4,16.4,8.7,24.1,2.1,0.9,15.9,30
AJ Griffin,78,220,ACC,6.2,12.7,3.2,5.9,3,6.8,1.8,2.3,6.5,1.6,0.9,0.9,1.1,1.8,17.3,0.493,0.547,0.447,0.792,0.63,0.613,0.18,6.6,1.5,8.1,20.7,3.9,13.7,9.1,7,1.3,2.3,7.2,18.8
Jaden McDaniels,81,185,Big 10,5.6,14,3.9,8.7,1.8,5.3,3.6,4.7,7.5,2.7,1,1.8,4.2,4.3,16.7,0.405,0.445,0.339,0.763,0.515,0.469,0.096,0.3,2.2,2.6,14.6,4.4,15.8,10.6,14.6,1.4,4.9,20.4,25.6
Karl-Anthony Towns,85,248,SEC,7.1,12.5,7,12.1,0.1,0.4,5.3,6.5,12.7,2.1,0.9,4.3,2.6,5.6,19.5,0.566,0.577,0.25,0.813,0.627,0.57,0.311,6.6,7.6,14.3,31.4,14.2,22.3,18.5,11.6,1.4,11.5,14.2,23.7
Avery Bradley,74,180,SEC,6.3,14.7,4.7,10.2,1.7,4.5,1.4,2.6,3.9,2.8,1.8,0.7,2.1,3.2,15.8,0.432,0.457,0.375,0.545,0.496,0.489,0.127,,,,14.9,3.5,6.6,5.1,12.4,2.4,1.6,11.5,20.4
Frank Jackson,75,205,ACC,5.9,12.6,3.7,6.8,2.3,5.8,3.4,4.6,4,2.7,0.9,0.1,2.2,3.8,17.6,0.473,0.539,0.395,0.755,0.598,0.564,0.147,3.7,1.4,5.1,17,3.1,8.3,5.8,12.6,1.3,0.2,12.9,21.1
Zach Collins,83,250,WCC,8,12.3,7.4,11.1,0.6,1.2,6.5,8.8,13.7,1,1.1,4.1,3.6,6.2,23.2,0.652,0.672,0.476,0.743,0.703,0.676,0.299,4.6,6,10.6,31,12.1,23.3,18.4,4.4,1.5,9.8,17.8,24.8
Andre Iguodala,78,215,Big 12,5.7,12.6,4.7,9.5,1,3,3.9,4.9,10.5,6.1,2,0.5,3.5,3.1,16.1,0.45,0.493,0.315,0.788,0.542,0.488,0.123,,,,,,,14.1,23.7,,0.7,18.8,20.4
Jonathan Isaac,82,230,ACC,6.2,12.2,4.7,8,1.5,4.2,4.4,5.6,12,1.8,1.8,2.3,2.3,3.3,18.3,0.508,0.593,0.348,0.78,0.614,0.568,0.205,5.8,4.2,10,24.6,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3
Jaren Jackson Jr.,82,242,Big 10,6.2,12.1,4.2,7.1,2,5,5.5,7,10.6,2,1.1,5.5,3.2,5.9,20,0.513,0.596,0.396,0.797,0.647,0.595,0.239,4.4,7.3,11.7,26.9,8.8,19.7,15,9.3,1.6,14.3,17.4,23.5
Devin Booker,78,206,SEC,6.6,14.1,3.8,7.2,2.8,6.9,2.6,3.1,3.7,2.1,0.8,0.1,1.8,2.8,18.7,0.47,0.527,0.411,0.828,0.6,0.571,0.219,6.1,3.3,9.4,19.4,2.6,7.8,5.4,10.9,1.3,0.3,10.4,22.8
Cason Wallace,75,195,SEC,5.4,12.1,3.7,7.2,1.7,4.9,2.1,2.7,4.6,5.3,2.4,0.6,2.6,3,14.6,0.446,0.514,0.346,0.757,0.543,0.516,0.15,3.6,4.2,7.7,18.5,3.3,10.2,6.7,24.3,3.7,1.6,16.3,19.9
Cory Joseph,74,200,SEC,4.7,11,2.9,6.7,1.8,4.3,1.7,2.5,4.4,3.7,1.3,0.4,1.9,2.2,12.9,0.422,0.429,0.413,0.699,0.526,0.503,0.152,2.7,3.8,6.5,15.1,2.2,9.5,6,17.3,1.9,0.9,13.1,17.3
Hamidou Diallo,77,202,SEC,5.8,13.6,4.7,10.3,1.1,3.4,3.4,5.4,5.9,2,1.2,0.6,2.2,4.2,16.2,0.428,0.458,0.338,0.616,0.498,0.47,0.103,0.6,2.3,2.9,13.8,4.2,11.5,8.1,9.5,1.7,1.6,12,22.6
Dalano Banton,80,203,Multiple,4.3,10.5,3.4,6.6,0.9,3.9,2.6,4,8.3,5.6,1.3,1.4,4,2.8,12,0.408,0.51,0.237,0.631,0.485,0.453,0.074,0.5,2.4,2.9,14.1,3.9,18.4,11.3,27.6,1.9,4,24.1,20.2
